poly_degree,sigma,l,sigma_obs,multiplier,logLike
5.000000000000000000e+00,2.039434926000000203e+00,6.901658085999999859e-01,2.378297406000000169e+00,4.852041464000000026e+00,-0.000000000000000000e+00
5.000000000000000000e+00,2.913172526999999956e+00,5.815557839999999645e-01,1.139295976999999915e+01,5.325501712000000332e+00,-0.000000000000000000e+00
5.000000000000000000e+00,1.531878693999999985e+00,5.310405153999999683e-01,1.357116281999999963e+01,5.352177600000000091e+00,-0.000000000000000000e+00
5.000000000000000000e+00,1.091706792999999953e+00,2.039948977000000108e-01,1.146923287000000080e+01,4.277537117999999694e+00,-0.000000000000000000e+00
5.000000000000000000e+00,1.249070984000000051e+00,8.553090946000000416e-01,3.590138227999999820e+00,5.035902990000000301e+00,-0.000000000000000000e+00
5.000000000000000000e+00,1.414154576999999913e+00,7.307572165000000286e-01,1.031517271000000013e+00,3.877349140000000194e+00,-0.000000000000000000e+00
5.000000000000000000e+00,3.990446797000000156e+00,8.912921031999999633e-01,7.932461387000000030e+00,1.119962533000000038e+00,-0.000000000000000000e+00
5.000000000000000000e+00,1.193080976000000071e+00,2.746651981000000076e-01,3.941340624999999931e-01,2.471068601999999892e+00,-0.000000000000000000e+00
5.000000000000000000e+00,4.470718825999999702e+00,4.670257482999999876e-01,7.310148736000000369e+00,5.864409302000000324e+00,-0.000000000000000000e+00
5.000000000000000000e+00,2.424655948999999922e+00,3.397944034000000002e-01,4.458606503000000387e+00,5.220091796000000395e-01,-0.000000000000000000e+00
5.000000000000000000e+00,1.034434472999999910e+00,7.709959867000000244e-01,1.974099414999999969e+00,2.594262206999999876e+00,-0.000000000000000000e+00
5.000000000000000000e+00,1.140554116999999978e+00,1.439129198000000109e-01,4.127978263000000148e+00,8.352614878000000687e+00,-0.000000000000000000e+00
5.000000000000000000e+00,1.121622196999999987e+00,3.542353730000000200e-01,4.785839771000000020e+00,5.441680185000000058e+00,-0.000000000000000000e+00
5.000000000000000000e+00,1.380428793999999959e+00,5.324948240000000332e-01,8.449288017000000650e+00,9.900232210999999616e-01,-0.000000000000000000e+00
5.000000000000000000e+00,1.505137686999999946e+00,7.137434781999999478e-01,2.197743388000000131e+00,4.932217911999999593e+00,-0.000000000000000000e+00
5.000000000000000000e+00,1.671064172999999986e+00,1.502780482999999945e-01,8.830272823999999687e+00,3.640314989000000168e+00,-0.000000000000000000e+00
5.000000000000000000e+00,1.969653990000000077e+00,5.130180575999999659e-01,1.559178603999999968e+00,8.017009315999999330e+00,-0.000000000000000000e+00
5.000000000000000000e+00,1.094551218000000103e+00,8.579866299999999724e-01,1.435101234999999953e+01,8.768396484000000157e+00,-0.000000000000000000e+00
5.000000000000000000e+00,1.124389784999999975e+00,2.261147453000000029e-01,6.937266838000000213e+00,5.152166100999999720e-01,-0.000000000000000000e+00
5.000000000000000000e+00,1.002544971999999923e+00,2.170850829000000037e-01,1.935895289000000119e+01,3.847264671000000247e-01,-0.000000000000000000e+00
5.000000000000000000e+00,4.210337671999999642e+00,1.786244767999999872e-01,9.482224720999999690e+00,8.362670598000000455e-01,-0.000000000000000000e+00
5.000000000000000000e+00,3.428524921999999808e+00,6.681286038999999510e-01,5.105366179999999865e+00,7.808240411999999964e+00,-0.000000000000000000e+00
5.000000000000000000e+00,2.641940861000000140e+00,4.305718037999999859e-01,3.135529378000000200e+00,2.238955681999999836e+00,-0.000000000000000000e+00
5.000000000000000000e+00,2.732821955999999997e+00,5.573707170999999683e-01,1.072404412999999890e+00,4.801433040000000041e+00,-0.000000000000000000e+00
5.000000000000000000e+00,2.731567006000000131e+00,6.510607738999999450e-01,3.991956161000000058e+00,4.763990584000000084e+00,-0.000000000000000000e+00
5.000000000000000000e+00,1.969654232999999977e+00,6.180718066000000510e-01,1.935076019999999986e+01,7.385675034000000139e+00,-0.000000000000000000e+00
5.000000000000000000e+00,3.829628256999999980e+00,5.021894337000000208e-01,9.514603205000000230e+00,4.688546496000000063e-01,-0.000000000000000000e+00
5.000000000000000000e+00,1.710096534000000057e+00,8.717511835000000264e-01,1.434927843000000092e+00,9.466765324000000703e+00,-0.000000000000000000e+00
5.000000000000000000e+00,1.076879308000000091e+00,6.442616261000000399e-01,6.404609003000000023e+00,9.923116255999999691e-01,-0.000000000000000000e+00
5.000000000000000000e+00,1.957956728999999951e+00,5.276740207000000238e-01,1.851478715000000008e+01,9.243745044000000632e+00,-0.000000000000000000e+00
5.000000000000000000e+00,2.208300552999999944e+00,4.732232679999999747e-01,1.759015388999999985e+00,9.500743895999999467e+00,-0.000000000000000000e+00
5.000000000000000000e+00,1.052514834999999982e+00,8.173075118000000527e-01,8.072405536000000215e-01,2.796997801999999922e+00,-0.000000000000000000e+00
5.000000000000000000e+00,3.519010989999999950e+00,1.150612792000000051e-01,1.484039242999999964e+01,1.171214956000000029e+00,0.000000000000000000e+00
5.000000000000000000e+00,1.504878186000000007e+00,3.994815454000000265e-01,7.239071488000000443e+00,3.762499948999999955e-01,-0.000000000000000000e+00
5.000000000000000000e+00,2.770071118999999804e+00,4.095324917000000009e-01,1.794363064999999935e+01,1.058402832000000071e+00,-0.000000000000000000e+00
5.000000000000000000e+00,1.010767202000000031e+00,8.484393596000000537e-01,2.416826112999999943e+00,9.571725599000000528e+00,-0.000000000000000000e+00
5.000000000000000000e+00,1.640441237999999968e+00,6.501116452999999851e-01,1.747575411000000045e+01,3.160867633000000065e+00,-0.000000000000000000e+00
5.000000000000000000e+00,3.583116795000000021e+00,5.343907091999999803e-01,8.337346293999999602e+00,5.619239745999999869e+00,-0.000000000000000000e+00
5.000000000000000000e+00,2.721233956999999926e+00,4.356449538000000121e-01,8.738782041000000333e+00,8.674625692999999416e+00,-0.000000000000000000e+00
5.000000000000000000e+00,4.507271442000000405e+00,6.048737830999999510e-01,1.033574585999999940e+01,6.513024741999999812e+00,-0.000000000000000000e+00
5.000000000000000000e+00,1.784934347999999948e+00,7.265874401999999899e-01,1.251680722999999995e+00,6.341048232000000340e+00,-0.000000000000000000e+00
5.000000000000000000e+00,1.454040363000000058e+00,7.728794275999999464e-01,2.233831217000000091e+00,1.910752489999999915e+00,-0.000000000000000000e+00
5.000000000000000000e+00,4.228157009000000244e+00,5.935953238000000187e-01,1.339573777000000021e+01,5.749909896999999548e-01,-0.000000000000000000e+00
5.000000000000000000e+00,1.776827241999999973e+00,7.825633127000000133e-01,7.483128636000000000e+00,6.464227309000000199e-01,-0.000000000000000000e+00
5.000000000000000000e+00,1.813327265999999938e+00,3.892628242999999766e-01,1.351230271999999921e+01,6.737324792000000118e-01,-0.000000000000000000e+00
5.000000000000000000e+00,3.924282922999999812e+00,4.453026231000000168e-01,1.754458112000000014e+01,5.010472789999999677e+00,-0.000000000000000000e+00
5.000000000000000000e+00,1.019793042999999955e+00,3.013701181999999812e-01,8.075509542000000707e+00,3.655261981000000215e+00,-0.000000000000000000e+00
5.000000000000000000e+00,1.480512357999999917e+00,3.250974180000000269e-01,5.549970230999999643e+00,7.661673816999999831e-01,-0.000000000000000000e+00
5.000000000000000000e+00,2.134995066000000108e+00,7.342904990999999937e-01,4.480106271000000362e+00,5.037514136000000420e+00,-0.000000000000000000e+00
5.000000000000000000e+00,1.007542640999999906e+00,7.761761228000000346e-01,3.917771771999999930e-01,3.620236457999999935e+00,-0.000000000000000000e+00
5.000000000000000000e+00,4.560792178999999891e+00,4.813946572000000201e-01,1.188728543000000037e+01,8.627936095000000805e+00,-0.000000000000000000e+00
5.000000000000000000e+00,1.963017932999999937e+00,2.494505730999999893e-01,1.580086801999999935e+01,8.395913318999999930e+00,-0.000000000000000000e+00
5.000000000000000000e+00,1.752555006999999998e+00,5.606826547000000049e-01,8.074810804000000175e+00,5.830956232000000128e+00,-0.000000000000000000e+00
5.000000000000000000e+00,2.967524335999999874e+00,6.170718399000000298e-01,4.367722921999999564e+00,1.584448359999999889e+00,-0.000000000000000000e+00
5.000000000000000000e+00,1.673519833000000068e+00,3.572193701999999971e-01,3.196094335000000175e+00,1.062272493999999901e+00,-0.000000000000000000e+00
5.000000000000000000e+00,1.070462610999999953e+00,1.157331701000000046e-01,1.360634729000000043e+01,9.775423516000000035e+00,0.000000000000000000e+00
5.000000000000000000e+00,3.563905134000000086e+00,6.590060350999999983e-01,1.396482055000000067e+01,3.883922313000000015e-01,-0.000000000000000000e+00
5.000000000000000000e+00,1.000545148000000051e+00,8.368822511000000297e-01,3.202551055999999785e-01,1.874790363000000015e+00,-0.000000000000000000e+00
5.000000000000000000e+00,1.038574660000000094e+00,5.349058289000000466e-01,1.582329745000000010e+01,6.823417883000000295e-01,-0.000000000000000000e+00
5.000000000000000000e+00,2.502417691999999860e+00,1.098141237000000020e-01,1.445482508000000088e+01,3.049940012999999839e-01,0.000000000000000000e+00
5.000000000000000000e+00,2.580415034000000052e+00,6.806639410999999473e-01,1.705363875000000107e+01,3.905230163000000143e+00,-0.000000000000000000e+00
5.000000000000000000e+00,1.422743458000000016e+00,7.117205280999999717e-01,1.696667321000000062e+00,1.559242261000000074e+00,-0.000000000000000000e+00
5.000000000000000000e+00,2.344892839999999978e+00,4.253677241000000109e-01,1.875517668000000171e+01,5.839665829000000308e+00,-0.000000000000000000e+00
5.000000000000000000e+00,1.285930974000000004e+00,4.063012930000000078e-01,1.022090062999999915e+01,9.967779207000000419e-01,-0.000000000000000000e+00
5.000000000000000000e+00,4.377516809000000286e+00,1.797794236999999962e-01,5.253575442999999900e+00,7.545999806000000198e+00,-0.000000000000000000e+00
5.000000000000000000e+00,4.109299854999999724e+00,3.609087085000000084e-01,4.374384230999999623e+00,7.058809319999999943e+00,-0.000000000000000000e+00
5.000000000000000000e+00,2.453605328000000085e+00,2.259694604999999967e-01,7.788673736999999875e+00,4.202314821999999950e+00,-0.000000000000000000e+00
5.000000000000000000e+00,1.339767777999999909e+00,3.539595426000000100e-01,6.640677203999999501e-01,2.229143279000000089e+00,-0.000000000000000000e+00
5.000000000000000000e+00,2.467008632999999840e+00,6.660133202000000363e-01,1.130185756000000019e+01,7.705769072999999914e+00,-0.000000000000000000e+00
5.000000000000000000e+00,1.254476568000000070e+00,3.273041682000000230e-01,1.501138853999999911e+00,2.747179656000000136e+00,-0.000000000000000000e+00
5.000000000000000000e+00,3.213106450000000169e+00,6.125940801000000491e-01,7.145418886999999941e+00,1.231656603000000016e+00,-0.000000000000000000e+00
5.000000000000000000e+00,1.687783314000000034e+00,8.410847282000000202e-01,1.074329877999999994e+01,1.793819400999999925e+00,-0.000000000000000000e+00
5.000000000000000000e+00,3.485944420000000044e+00,7.831735890000000033e-01,1.297042697000000011e+01,7.170623664999999924e-01,-0.000000000000000000e+00
5.000000000000000000e+00,4.266962815000000298e+00,1.641615322999999960e-01,1.804175299999999993e+01,4.573803913000000221e-01,-0.000000000000000000e+00
5.000000000000000000e+00,1.265970398999999968e+00,5.865785637000000552e-01,6.065429095999999909e+00,2.282849544999999924e+00,-0.000000000000000000e+00
5.000000000000000000e+00,3.079060951000000212e+00,3.631796763999999844e-01,1.558378429999999959e+01,5.406645378000000113e-01,-0.000000000000000000e+00
5.000000000000000000e+00,1.379832251000000065e+00,3.944099992000000277e-01,2.054628156000000150e+00,8.920439649000000415e-01,-0.000000000000000000e+00
5.000000000000000000e+00,1.709694923000000033e+00,6.326880175000000328e-01,6.886763506999999951e-01,2.997474711999999819e+00,-0.000000000000000000e+00
5.000000000000000000e+00,3.615226738000000051e+00,2.758255904999999952e-01,2.500657601999999979e+00,9.927842840000000280e+00,-0.000000000000000000e+00
5.000000000000000000e+00,4.955822697000000332e+00,2.924125672999999814e-01,7.305814922999999794e+00,4.977682860999999903e+00,-0.000000000000000000e+00
5.000000000000000000e+00,3.058233465999999900e+00,5.003796401000000227e-01,8.753813925999999412e+00,6.614199694000000296e-01,-0.000000000000000000e+00
5.000000000000000000e+00,2.983934232999999825e+00,3.411720502999999738e-01,9.108678314000000498e+00,6.166446339000000165e+00,-0.000000000000000000e+00
5.000000000000000000e+00,1.527059718000000066e+00,6.427621599999999713e-01,1.908157781999999969e+01,5.228514699999999849e+00,-0.000000000000000000e+00
5.000000000000000000e+00,1.490705694000000081e+00,4.134095884000000276e-01,2.666446946999999845e+00,4.457390544999999982e+00,-0.000000000000000000e+00
5.000000000000000000e+00,3.605116703999999839e+00,6.401891191999999897e-01,9.508486484000000516e+00,1.760947881999999964e+00,-0.000000000000000000e+00
5.000000000000000000e+00,3.542966981000000182e+00,6.250577995999999636e-01,1.073906039999999962e+01,9.106236492000000515e-01,-0.000000000000000000e+00
5.000000000000000000e+00,1.015498605000000110e+00,4.560100853999999870e-01,8.274491214999999400e+00,4.280775842999999803e-01,-0.000000000000000000e+00
5.000000000000000000e+00,1.626828458999999949e+00,7.373907438000000258e-01,4.166437256000000144e-01,7.474829860999999909e+00,-0.000000000000000000e+00
5.000000000000000000e+00,1.593365485000000081e+00,4.009402365999999995e-01,1.543513305000000058e+00,4.241753465000000389e+00,-0.000000000000000000e+00
5.000000000000000000e+00,1.497775454999999978e+00,6.708458524999999506e-01,8.997686649999999675e-01,6.510002322000000063e+00,-0.000000000000000000e+00
5.000000000000000000e+00,2.753131273999999795e+00,4.806074260000000042e-01,1.535978801000000082e+01,4.153741162000000209e+00,-0.000000000000000000e+00
5.000000000000000000e+00,4.278827405000000361e+00,4.299710268999999974e-01,1.055688791999999943e+01,1.697281057000000093e+00,-0.000000000000000000e+00
5.000000000000000000e+00,1.032644305000000040e+00,2.064235225000000118e-01,1.767611494999999922e+00,9.771330614000000025e+00,-0.000000000000000000e+00
5.000000000000000000e+00,1.779516037000000050e+00,6.892221482999999482e-01,1.454058795000000082e+01,8.020245834000000684e+00,-0.000000000000000000e+00
5.000000000000000000e+00,1.698393446999999945e+00,3.463809488999999853e-01,8.879687710000000678e+00,7.546539285999999791e+00,-0.000000000000000000e+00
5.000000000000000000e+00,2.704317663999999954e+00,3.199852376000000276e-01,4.828053898000000288e+00,7.439713531999999629e-01,-0.000000000000000000e+00
5.000000000000000000e+00,2.979798226000000216e+00,7.682453099999999591e-01,1.156254801999999948e+01,5.494695858000000044e+00,-0.000000000000000000e+00
5.000000000000000000e+00,1.617327278999999951e+00,7.376381949000000438e-01,1.127247977999999939e+01,4.456849062000000083e-01,-0.000000000000000000e+00
5.000000000000000000e+00,2.342588478999999779e+00,8.901556198000000197e-01,3.260608614000000127e+00,2.895713803000000031e+00,-0.000000000000000000e+00
5.000000000000000000e+00,1.597377403000000085e+00,2.114396960999999908e-01,9.424268614999999905e-01,5.681344178999999883e+00,-0.000000000000000000e+00
5.000000000000000000e+00,1.534807790999999977e+00,4.074133380000000137e-01,5.640938624000000345e+00,4.895426654000000433e+00,-0.000000000000000000e+00
5.000000000000000000e+00,2.054200194999999951e+00,1.286120077000000028e-01,5.896640694000000460e-01,3.520144240000000035e+00,-0.000000000000000000e+00
5.000000000000000000e+00,1.040807570999999987e+00,8.378879515999999583e-01,1.896245516999999836e+01,4.740066902999999776e+00,-0.000000000000000000e+00
5.000000000000000000e+00,1.487173657000000038e+00,6.793540571999999722e-01,1.246731420999999962e+01,7.659008246999999825e-01,-0.000000000000000000e+00
5.000000000000000000e+00,1.845477333999999914e+00,6.042517191999999815e-01,3.335288681000000199e+00,3.730442136999999825e+00,-0.000000000000000000e+00
5.000000000000000000e+00,4.186762164000000119e+00,4.796550783999999901e-01,1.761043013000000101e+01,1.178272785000000100e+00,-0.000000000000000000e+00
5.000000000000000000e+00,3.219557511000000094e+00,6.950620415999999580e-01,1.162084360000000061e+01,6.275445072999999985e-01,-0.000000000000000000e+00
5.000000000000000000e+00,1.462319335000000109e+00,7.580192751000000007e-01,8.761301286999999549e-01,5.914137224000000082e+00,-0.000000000000000000e+00
5.000000000000000000e+00,2.083570869999999964e+00,8.943454851000000039e-01,1.061732574999999912e+01,1.239478588000000103e+00,-0.000000000000000000e+00
5.000000000000000000e+00,2.148107373000000209e+00,1.925334348999999945e-01,1.845521608999999952e+00,5.693766381999999737e+00,-0.000000000000000000e+00
5.000000000000000000e+00,1.426436483999999894e+00,1.301116075000000039e-01,8.783534261000000010e-01,3.261423632000000072e+00,-0.000000000000000000e+00
5.000000000000000000e+00,1.100198081000000050e+00,3.856642573999999879e-01,5.371599921999999916e-01,3.717447577999999808e+00,-0.000000000000000000e+00
5.000000000000000000e+00,2.873672290000000018e+00,2.462920155999999972e-01,2.568756914000000169e+00,3.700198782000000186e+00,-0.000000000000000000e+00
5.000000000000000000e+00,2.308182402999999994e+00,2.944376429000000184e-01,1.735903406999999987e+01,2.739478400999999952e+00,-0.000000000000000000e+00
5.000000000000000000e+00,4.396584413000000247e+00,5.820665703999999829e-01,1.925887317999999837e+01,1.078383568000000015e+00,-0.000000000000000000e+00
5.000000000000000000e+00,2.253007184999999968e+00,6.431410524999999767e-01,1.765942442999999917e+00,2.817780371000000006e+00,-0.000000000000000000e+00
5.000000000000000000e+00,1.371232511999999959e+00,8.756655409000000390e-01,1.196460343000000037e+00,1.531308177999999964e+00,-0.000000000000000000e+00
5.000000000000000000e+00,1.103475683000000096e+00,7.692206686000000460e-01,8.413389324000000169e-01,2.183543804999999782e+00,-0.000000000000000000e+00
5.000000000000000000e+00,1.983540134000000066e+00,4.827128156000000114e-01,1.878060668000000177e+01,4.393383974999999886e+00,-0.000000000000000000e+00
5.000000000000000000e+00,1.154578002999999908e+00,6.203597024000000459e-01,1.203449267000000056e+01,8.723417514999999511e+00,-0.000000000000000000e+00
5.000000000000000000e+00,1.509846945000000051e+00,2.059163566999999972e-01,8.340835198999999589e-01,5.174257867999999760e+00,-0.000000000000000000e+00
5.000000000000000000e+00,1.135482671999999971e+00,1.475314339999999891e-01,2.824511669000000058e+00,3.742610743999999823e+00,-0.000000000000000000e+00
5.000000000000000000e+00,1.415091595999999896e+00,2.298565965000000100e-01,1.122540046999999985e+00,8.906251800999999801e+00,-0.000000000000000000e+00
5.000000000000000000e+00,1.021093048000000003e+00,1.707234001999999862e-01,5.048838408000000388e-01,1.432923769999999930e+00,-0.000000000000000000e+00
5.000000000000000000e+00,3.390211750000000190e+00,5.525517992999999795e-01,8.577160877999999711e-01,5.074291982000000090e+00,-0.000000000000000000e+00
5.000000000000000000e+00,1.953700602000000064e+00,6.143382807999999695e-01,1.627521903999999964e+01,1.677169123000000095e+00,-0.000000000000000000e+00
5.000000000000000000e+00,1.815552247999999924e+00,7.439142547999999522e-01,2.107364685999999931e+00,6.247829655000000315e+00,-0.000000000000000000e+00
5.000000000000000000e+00,1.412753152000000068e+00,4.528921448000000072e-01,1.819795348999999973e+01,4.166748986000000099e-01,-0.000000000000000000e+00
5.000000000000000000e+00,3.125519587999999960e+00,5.377650347000000330e-01,3.835108668999999804e+00,3.023516583999999785e+00,-0.000000000000000000e+00
5.000000000000000000e+00,4.032335888999999618e+00,4.070207069999999816e-01,1.780498766999999916e+01,1.256562769999999940e+00,-0.000000000000000000e+00
5.000000000000000000e+00,1.727288831000000080e+00,2.304222364000000078e-01,1.377636472000000056e+00,4.317746394000000265e+00,-0.000000000000000000e+00
5.000000000000000000e+00,1.393770828000000073e+00,1.001611928000000068e-01,5.126977467000000122e-01,6.223961603000000231e+00,-0.000000000000000000e+00
5.000000000000000000e+00,1.465965351999999999e+00,7.181045017999999613e-01,8.548878492999999468e-01,2.342493305000000081e+00,-0.000000000000000000e+00
5.000000000000000000e+00,1.589389720000000006e+00,3.568012241999999890e-01,2.661678756999999784e+00,3.894389875999999973e+00,-0.000000000000000000e+00
5.000000000000000000e+00,1.801031856999999903e+00,6.862306045999999604e-01,1.481301773000000033e+01,1.226984051000000076e+00,-0.000000000000000000e+00
5.000000000000000000e+00,1.162781193999999907e+00,6.079163574000000514e-01,4.662741051000000247e+00,7.627863833000000371e-01,-0.000000000000000000e+00
5.000000000000000000e+00,3.036851812000000095e+00,3.449991872000000015e-01,6.138031998999999850e-01,5.702194775999999798e+00,-0.000000000000000000e+00
5.000000000000000000e+00,2.779586785999999865e+00,2.294062148999999884e-01,2.091057778999999783e+00,9.789036978000000389e+00,-0.000000000000000000e+00
5.000000000000000000e+00,1.176836678999999997e+00,3.528259249999999847e-01,2.350088364999999957e+00,9.719770544999999373e+00,-0.000000000000000000e+00
5.000000000000000000e+00,1.111461266000000059e+00,4.864880522999999735e-01,5.161209947999999770e+00,5.381299356999999617e+00,-0.000000000000000000e+00
5.000000000000000000e+00,1.856916954999999980e+00,8.328561754000000095e-01,1.911385603999999905e+00,8.704398718000000201e+00,-0.000000000000000000e+00
5.000000000000000000e+00,1.003278850000000055e+00,6.065944365000000005e-01,1.944505093000000073e+00,9.652644701999999466e-01,-0.000000000000000000e+00
5.000000000000000000e+00,1.211794964000000085e+00,6.365852308999999654e-01,3.479576338000000213e+00,1.138821006999999996e+00,-0.000000000000000000e+00
5.000000000000000000e+00,1.956430659000000016e+00,6.740012854000000386e-01,2.615544341000000106e+00,4.998392951999999667e+00,-0.000000000000000000e+00
5.000000000000000000e+00,1.995453841000000006e+00,4.126229023999999912e-01,6.342084389000000044e-01,8.484327998999999565e+00,-0.000000000000000000e+00
5.000000000000000000e+00,2.194141149000000013e+00,5.978459141999999948e-01,2.706256134999999841e+00,4.904283148000000203e+00,-0.000000000000000000e+00
5.000000000000000000e+00,1.059805517999999891e+00,6.159114627999999758e-01,3.451955743999999826e-01,2.555024813999999811e+00,-0.000000000000000000e+00
5.000000000000000000e+00,3.835052294000000028e+00,4.055016236999999801e-01,1.472402602000000016e+01,3.153053519999999832e-01,-0.000000000000000000e+00
5.000000000000000000e+00,1.128322621999999997e+00,4.336662853000000095e-01,3.115132290000000026e+00,4.926099266000000254e-01,-0.000000000000000000e+00
5.000000000000000000e+00,2.705405386999999884e+00,6.910958418999999520e-01,1.604864345000000014e+01,9.393434575000000342e-01,-0.000000000000000000e+00
5.000000000000000000e+00,1.296906802999999941e+00,5.732512321999999605e-01,2.314588569000000096e+00,2.098725562999999905e+00,-0.000000000000000000e+00
5.000000000000000000e+00,4.718769968000000148e+00,1.781718130000000122e-01,7.809569327000000172e+00,1.018919426000000072e+00,-0.000000000000000000e+00
5.000000000000000000e+00,1.035854145000000059e+00,1.995392457999999869e-01,1.744224248999999949e+00,4.179793723000000405e+00,-0.000000000000000000e+00
5.000000000000000000e+00,3.365408904999999784e+00,3.196371117999999845e-01,4.616390056000000186e+00,2.195383279000000076e+00,-0.000000000000000000e+00
5.000000000000000000e+00,1.584919586999999908e+00,1.221368112000000006e-01,5.768403627000000533e-01,3.496081930999999976e+00,0.000000000000000000e+00
5.000000000000000000e+00,4.736075968999999830e+00,2.763846915000000015e-01,1.358975365000000046e+01,5.104187504999999625e+00,-0.000000000000000000e+00
5.000000000000000000e+00,2.955561137000000116e+00,8.028276124000000014e-01,6.852567516999999775e+00,4.813268780999999663e+00,-0.000000000000000000e+00
5.000000000000000000e+00,3.316118282000000139e+00,3.581979754999999876e-01,3.818122432000000122e-01,9.052108870999999723e+00,-0.000000000000000000e+00
5.000000000000000000e+00,4.618875599999999970e+00,4.574106278000000247e-01,1.477422048999999937e+01,9.848061839999999734e+00,-0.000000000000000000e+00
5.000000000000000000e+00,1.583697531999999963e+00,8.568307901999999698e-01,2.441781774999999932e+00,1.148336977999999897e+00,-0.000000000000000000e+00
5.000000000000000000e+00,1.199585072000000086e+00,3.036935036999999782e-01,3.594191797000000133e+00,4.292340850000000430e+00,-0.000000000000000000e+00
5.000000000000000000e+00,3.466913369999999883e+00,8.288982910000000093e-01,8.513809119999999453e+00,4.879374001999999821e-01,-0.000000000000000000e+00
5.000000000000000000e+00,4.434274508999999753e+00,5.308302647000000540e-01,9.100840285000000307e+00,4.432419944000000056e-01,-0.000000000000000000e+00
5.000000000000000000e+00,1.407218780000000002e+00,8.987679462000000008e-01,1.347301006000000001e+01,6.528578084000000281e+00,-0.000000000000000000e+00
5.000000000000000000e+00,3.585915181999999923e+00,2.799715332000000112e-01,1.534105255000000056e+01,4.151280974999999707e+00,-0.000000000000000000e+00
5.000000000000000000e+00,1.514160133999999935e+00,1.422589009000000126e-01,1.452548615000000076e+01,4.196155628000000082e-01,-0.000000000000000000e+00
5.000000000000000000e+00,2.445290181999999923e+00,4.827412849000000117e-01,2.759692912999999859e+00,4.193765965999999956e+00,-0.000000000000000000e+00
5.000000000000000000e+00,2.321364496999999805e+00,1.020080061000000066e-01,1.829809453000000019e+01,1.480083138999999992e+00,-0.000000000000000000e+00
5.000000000000000000e+00,1.866598559999999907e+00,2.762091893999999992e-01,9.069797400000000343e-01,3.531375275999999896e+00,-0.000000000000000000e+00
5.000000000000000000e+00,1.602221499999999965e+00,8.712548637000000484e-01,6.380019604000000122e-01,2.915790907999999959e+00,-0.000000000000000000e+00
5.000000000000000000e+00,1.403160830000000026e+00,6.804781391999999984e-01,4.240143043999999861e+00,7.772223960999999903e+00,-0.000000000000000000e+00
5.000000000000000000e+00,2.209584098000000107e+00,2.506257234000000000e-01,3.481304638000000118e+00,1.101615495999999972e+00,-0.000000000000000000e+00
5.000000000000000000e+00,1.094651880000000022e+00,8.965106819000000504e-01,2.419448746000000039e+00,4.747273740999999880e+00,-0.000000000000000000e+00
5.000000000000000000e+00,1.071779677999999958e+00,1.424657447000000077e-01,4.280842264000000341e+00,4.115974827999999697e+00,-0.000000000000000000e+00
5.000000000000000000e+00,1.332557092999999915e+00,3.487679013000000161e-01,3.280900975999999858e+00,6.424302477000000122e-01,-0.000000000000000000e+00
5.000000000000000000e+00,1.244995746000000070e+00,7.468270071999999482e-01,8.053250578000000104e+00,3.334317470000000005e-01,-0.000000000000000000e+00
5.000000000000000000e+00,3.640223927000000081e+00,1.980397492000000037e-01,5.473582104000000115e+00,9.396935237999999302e+00,-0.000000000000000000e+00
5.000000000000000000e+00,1.440075500000000064e+00,1.534043065000000039e-01,8.924794053000000282e-01,2.202952133000000146e+00,-0.000000000000000000e+00
5.000000000000000000e+00,3.716549638000000044e+00,3.380863820000000186e-01,1.741347216000000131e+01,1.537417680999999980e+00,-0.000000000000000000e+00
5.000000000000000000e+00,1.462534149999999977e+00,6.118623952999999727e-01,2.093300696000000016e+00,4.958371473000000029e-01,-0.000000000000000000e+00
5.000000000000000000e+00,1.638239245000000066e+00,6.211651262999999812e-01,3.929908773000000188e+00,6.223868675000000517e-01,-0.000000000000000000e+00
5.000000000000000000e+00,1.738547856000000058e+00,6.280432554999999528e-01,3.530375874999999830e+00,3.955129393999999854e-01,-0.000000000000000000e+00
5.000000000000000000e+00,1.705639082000000029e+00,8.706201489999999543e-01,4.390973541000000147e+00,7.312512667000000022e+00,-0.000000000000000000e+00
5.000000000000000000e+00,2.707626395000000130e+00,6.534098911000000287e-01,2.392381749000000113e+00,5.159374012999999870e+00,-0.000000000000000000e+00
5.000000000000000000e+00,2.028102614999999886e+00,2.380293475999999964e-01,1.278318669999999990e+00,2.866010492000000021e+00,-0.000000000000000000e+00
5.000000000000000000e+00,1.440160134999999952e+00,4.748480737999999923e-01,6.637678027999999841e+00,3.992719958000000013e-01,-0.000000000000000000e+00
5.000000000000000000e+00,2.034059844999999811e+00,2.743649180000000132e-01,8.813692531999999247e+00,7.295385646999999807e+00,-0.000000000000000000e+00
5.000000000000000000e+00,1.375539719000000050e+00,8.850113781999999762e-01,2.878130409000000167e+00,6.168324022000000184e+00,-0.000000000000000000e+00
5.000000000000000000e+00,1.511698227999999977e+00,7.412471967999999523e-01,8.683862044999999696e+00,3.871583588999999992e-01,-0.000000000000000000e+00
